ID,Location_Current,Sex,Status,Sire,Dam,Birth_Type,Event,Date,Location
2434,SEATTLE,Undetermined,,1102,1127,"Captive
Birth/Hatch",Birth/Hatch,17-Mar-01,SEATTLE
,,,,,,,Death,17-Mar-01,SEATTLE
2435,SANDIEGOZ,Male,,2208,1126,Captive Birth/Hatch,Birth/Hatch,10-Aug-04,MINNESOTA
,,,,,,,Transfer,20-Sep-06,ABQBIOPK
,,,,,,,Transfer,28-Oct-13,PUEBLO
,,,,,,,Transfer,5-May-16,EVANSVLLE
,,,,,,,Transfer,19-Apr-18,SANDIEGOZ
,,,,,,,Death,29-Apr-21,SANDIEGOZ
2436,PUEBLO,Female,,2208,1126,"Captive
Birth/Hatch",Birth/Hatch,10-Aug-04,MINNESOTA
,,,,,,,Transfer,20-Sep-06,PHILADELP
,,,,,,,Transfer,25-Aug-15,SANDIEGOZ
,,,,,,,Transfer,9-Aug-17,PUEBLO
,,,,,,,Death,12-Dec-18,PUEBLO
Studboo k ID,Current Location,Sex Type,,Sire,Dam,Birth Type,Event Type,Date,Location
2437,PUEBLO,Undetermined,,1125,1124,Captive Birth/Hatch,Birth/Hatch,11-Aug-04,PUEBLO
,,,,,,,Death,14-Aug-04,PUEBLO
2438,PUEBLO,Undetermined,,1125,1124,Captive Birth/Hatch,Birth/Hatch,11-Aug-04,PUEBLO
,,,,,,,Death,14-Aug-04,PUEBLO
2439,CALGARY,Male,,2338,2340,Captive Birth/Hatch,Birth/Hatch,22-Aug-04,CALGARY
,,,,,,,Death,27-Aug-04,CALGARY
2440,CALGARY,Male,,2338,2340,"Captive
Birth/Hatch",Birth/Hatch,22-Aug-04,CALGARY
,,,,,,,Death,22-Aug-04,CALGARY
2441,SANDIEGOZ,Male,,1108,1146,Captive Birth/Hatch,Birth/Hatch,23-Jan-05,SANDIEGOZ
,,,,,,,Death,23-Jan-05,SANDIEGOZ
2442,SANDIEGOZ,Male,,1108,1146,"Captive
Birth/Hatch",Birth/Hatch,23-Jan-05,SANDIEGOZ
,,,,,,,Death,23-Jan-05,SANDIEGOZ
2444,BOWMANVIL,Male,,2337,2341,Captive Birth/Hatch,Birth/Hatch,15-Feb-05,QUEBEC
,,,,,,,Transfer,3-Jun-08,LANGLEY
,,,,,,,Transfer,2-Nov-10,BOWMANVIL
,,,,,,,GO LTF,24-Jul-16,BOWMANVIL
2445,PUEBLO,Undetermined,,1125,1124,Captive Birth/Hatch,Birth/Hatch,30-Mar-05,PUEBLO
,,,,,,,Death,1-Apr-05,PUEBLO
2446,PUEBLO,Undetermined,,1125,1124,"Captive
Birth/Hatch",Birth/Hatch,1-Apr-05,PUEBLO
,,,,,,,Death,1-Apr-05,PUEBLO
2447,CALGARY,Undetermined,,2338,2340,Captive Birth/Hatch,Birth/Hatch,9-Apr-05,CALGARY
,,,,,,,Death,9-Apr-05,CALGARY
2448,CALGARY,Undetermined,,2338,2340,"Captive
Birth/Hatch",Birth/Hatch,9-Apr-05,CALGARY
,,,,,,,Death,9-Apr-05,CALGARY
2449,EL PASO,Male,,1108,1146,"Captive
Birth/Hatch",Birth/Hatch,17-Sep-05,SANDIEGOZ
,,,,,,,Transfer,31-Aug-06,EL PASO
,,,,,,,Death,15-Jul-17,EL PASO
2450,EL PASO,Male,,1108,1146,"Captive
Birth/Hatch",Birth/Hatch,17-Sep-05,SANDIEGOZ
,,,,,,,Transfer,25-Nov-08,WILD WRLD
Studboo k ID,Current Location,Sex Type,,Sire,Dam,Birth Type,Event Type,Date,Location
,,,,,,,Transfer,7-Oct-11,CLEVELAND
,,,,,,,Transfer,15-Oct-20,EL PASO
2451,PUEBLO,Female,,1103,1097,Captive Birth/Hatch,Birth/Hatch,2-Oct-04,DUKE PRIM
,,,,,,,Transfer,2-Oct-08,GARDENCTY
,,,,,,,Transfer,15-Nov-13,PUEBLO
,,,,,,,Death,5-Feb-16,PUEBLO
2452,CLEVELAND,Undetermined,,1138,2413,Captive Birth/Hatch,Birth/Hatch,24-Dec-05,CLEVELAND
,,,,,,,Death,24-Dec-05,CLEVELAND
2490,CLEVELAND,Undetermined,,1138,2413,Captive Birth/Hatch,Birth/Hatch,20-Aug-04,CLEVELAND
,,,,,,,Death,24-Aug-04,CLEVELAND
2493,BOWMANVIL,Male,,2337,2341,Captive Birth/Hatch,Birth/Hatch,15-Feb-05,QUEBEC
,,,,,,,Transfer,3-Jun-08,LANGLEY
,,,,,,,Transfer,2-Nov-10,BOWMANVIL
,,,,,,,GO LTF,24-Jul-16,BOWMANVIL
2495,MOODY,Undetermined,,1121,1145,Captive Birth/Hatch,Birth/Hatch,24-Mar-06,MOODY
,,,,,,,Death,24-Mar-06,MOODY
2496,DUKE PRIM,Male,,1121,1145,Captive Birth/Hatch,Birth/Hatch,24-Mar-06,MOODY
,,,,,,,Transfer,17-Sep-08,HOUSTON
,,,,,,,Transfer,17-Dec-08,CLEVELAND
,,,,,,,Transfer,19-Apr-16,DUKE PRIM
,,,,,,,Death,7-Jun-17,DUKE PRIM
2498,DUKE PRIM,Male,,2406,2424,Captive Birth/Hatch,Birth/Hatch,1-Jun-06,DUKE PRIM
,,,,,,,Death,17-Jun-15,DUKE PRIM
2499,OMAHA,Female,,2406,2424,Captive Birth/Hatch,Birth/Hatch,1-Jun-06,DUKE PRIM
,,,,,,,Transfer,2-Oct-08,OMAHA
,,,,,,,Death,4-Mar-17,OMAHA
2500,OMAHA,Male,,2409,1135,"Captive
Birth/Hatch",Birth/Hatch,18-Jun-06,SANDIEGOZ
,,,,,,,Transfer,17-Sep-08,OMAHA
,,,,,,,Death,18-Dec-13,OMAHA
2501,CLEVELAND,Female,,1138,2413,Captive Birth/Hatch,Birth/Hatch,7-Jan-07,CLEVELAND
,,,,,,,Death,6-Nov-09,CLEVELAND
Studboo k ID,Current Location,Sex Type,,Sire,Dam,Birth Type,Event Type,Date,Location
2502,EVANSVLLE,Female,,1138,2413,Captive Birth/Hatch,Birth/Hatch,7-Jan-07,CLEVELAND
,,,,,,,Transfer,5-May-09,DUKE PRIM
,,,,,,,Transfer,10-Sep-19,EVANSVLLE
2503,ABQBIOPK,Undetermined,,1131,2403,Captive Birth/Hatch,Birth/Hatch,18-Jan-07,ABQBIOPK
,,,,,,,Death,24-Jan-07,ABQBIOPK
2504,PROSPECTP,Male,,1131,2403,"Captive
Birth/Hatch",Birth/Hatch,18-Jan-07,ABQBIOPK
,,,,,,,Transfer,25-Jun-09,PROSPECTP
2505,SANDIEGOZ,Undetermined,,2409,1135,Captive Birth/Hatch,Birth/Hatch,20-Jun-06,SANDIEGOZ
,,,,,,,Death,20-Jun-06,SANDIEGOZ
2506,CLEVELAND,Female,,1125,1124,Captive Birth/Hatch,Birth/Hatch,6-Apr-06,PUEBLO
,,,,,,,Transfer,29-Oct-08,CLEVELAND
,,,,,,,Death,28-Jul-12,CLEVELAND
2507,OMAHA,Male,,1125,1124,Captive Birth/Hatch,Birth/Hatch,6-Apr-06,PUEBLO
,,,,,,,Transfer,9-Jul-08,OMAHA
,,,,,,,Death,4-Nov-15,OMAHA
2600,CINCINNAT,Male,,2408,2400,"Captive
Birth/Hatch",Birth/Hatch,20-Nov-08,AKRON
,,,,,,,Transfer,13-Mar-10,CINCINNAT
,,,,,,,Death,22-Jun-18,CINCINNAT
2601,MOODY,Female,,1121,1145,"Captive
Birth/Hatch",Birth/Hatch,12-Mar-08,MOODY
,,,,,,,Death,13-Mar-08,MOODY
2602,MOODY,Female,,1121,1145,Captive Birth/Hatch,Birth/Hatch,12-Mar-08,MOODY
,,,,,,,Death,5-Apr-08,MOODY
2603,OMAHA,Undetermined,,2402,1143,"Captive
Birth/Hatch",Birth/Hatch,22-Nov-08,OMAHA
,,,,,,,Death,22-Nov-08,OMAHA
2604,PHILADELP,Male,,1130,2436,Captive Birth/Hatch,Birth/Hatch,16-Mar-08,PHILADELP
,,,,,,,Death,20-Mar-08,PHILADELP
2605,AKRON,Female,,1130,2436,Captive Birth/Hatch,Birth/Hatch,16-Mar-08,PHILADELP
,,,,,,,Transfer,9-Jul-09,PROSPECTP
,,,,,,,Transfer,8-Oct-15,AKRON
Studboo k ID,Current Location,Sex Type,,Sire,Dam,Birth Type,Event Type,Date,Location
2606,PUEBLO,Undetermined,,1125,1124,Captive Birth/Hatch,Birth/Hatch,12-Feb-08,PUEBLO
,,,,,,,Death,12-Feb-08,PUEBLO
2607,SANDIEGOZ,Female,,1131,2403,Captive Birth/Hatch,Birth/Hatch,18-Sep-08,ABQBIOPK
,,,,,,,Transfer,18-Dec-18,SANDIEGOZ
,,,,,,,Death,1-Feb-19,SANDIEGOZ
2608,AKRON,Female,,1131,2403,"Captive
Birth/Hatch",Birth/Hatch,18-Sep-08,ABQBIOPK
,,,,,,,Transfer,27-Aug-09,DUKE PRIM
,,,,,,,Transfer,20-Jun-17,AKRON
,,,,,,,Death,19-Jan-21,AKRON
2609,OMAHA,Male,,1138,2506,"Captive
Birth/Hatch",Birth/Hatch,14-Aug-09,CLEVELAND
,,,,,,,Transfer,13-Jun-12,MEMPHIS
,,,,,,,Transfer,23-Apr-16,OMAHA
,,,,,,,Death,28-May-16,OMAHA
2610,CLEVELAND,Undetermined,,2496,2501,"Captive
Birth/Hatch",Birth/Hatch,6-Nov-09,CLEVELAND
,,,,,,,Death,6-Nov-09,CLEVELAND
2611,MOODY,Male,,1121,1145,Captive Birth/Hatch,Birth/Hatch,13-May-09,MOODY
,,,,,,,Death,22-May-09,MOODY
2612,PHILADELP,Male,,1130,2436,Captive Birth/Hatch,Birth/Hatch,27-Mar-09,PHILADELP
,,,,,,,Death,30-Mar-09,PHILADELP
2613,ABQBIOPK,Male,,1131,2403,"Captive
Birth/Hatch",Birth/Hatch,18-Jul-09,ABQBIOPK
,,,,,,,Death,23-Jul-09,ABQBIOPK
2614,PUEBLO,Female,,1131,2403,Captive Birth/Hatch,Birth/Hatch,18-Jul-09,ABQBIOPK
,,,,,,,Transfer,18-Dec-18,SANDIEGOZ
,,,,,,,Transfer,5-Nov-19,PUEBLO
2615,CHICAGOLP,Male,,1142,2411,Captive Birth/Hatch,Birth/Hatch,25-Apr-09,CHICAGOLP
,,,,,,,Death,25-Apr-09,CHICAGOLP
2616,CHICAGOLP,Female,,1142,2411,"Captive
Birth/Hatch",Birth/Hatch,25-Apr-09,CHICAGOLP
,,,,,,,Death,25-Apr-09,CHICAGOLP
2617,PHILADELP,Female,,1130,2436,Captive Birth/Hatch,Birth/Hatch,5-Feb-10,PHILADELP
Studboo k ID,Current Location,Sex Type,,Sire,Dam,Birth Type,Event Type,Date,Location
2618,PHILADELP,Male,,1130,2436,Captive Birth/Hatch,Birth/Hatch,5-Feb-10,PHILADELP
,,,,,,,Death,7-Feb-10,PHILADELP
2622,CINCINNAT,Male,,2498,2502,Captive Birth/Hatch,Birth/Hatch,17-Sep-10,DUKE PRIM
,,,,,,,Transfer,8-Feb-16,MEMPHIS
,,,,,,,Transfer,16-May-19,CINCINNAT
2623,NY BRONX,Male,,2498,2502,"Captive
Birth/Hatch",Birth/Hatch,17-Sep-10,DUKE PRIM
,,,,,,,Transfer,1-Dec-11,SANDIEGOZ
,,,,,,,Transfer,14-May-14,NY BRONX
2624,DUKE PRIM,Male,,2402,2451,Captive Birth/Hatch,Birth/Hatch,14-Mar-10,GARDENCTY
,,,,,,,Transfer,25-Oct-17,DUKE PRIM
,,,,,,,Death,22-Nov-17,DUKE PRIM
2625,CINCINNAT,Female,,2402,2451,Captive Birth/Hatch,Birth/Hatch,6-Dec-10,GARDENCTY
,,,,,,,Transfer,13-Oct-11,CINCINNAT
,,,,,,,Death,3-Mar-20,CINCINNAT
2626,CHICAGOBR,Female,,2402,2451,"Captive
Birth/Hatch",Birth/Hatch,6-Dec-10,GARDENCTY
,,,,,,,Transfer,22-Apr-14,CHICAGOBR
2627,MINNESOTA,Undetermined,,2208,2418,Captive Birth/Hatch,Birth/Hatch,25-Sep-10,MINNESOTA
,,,,,,,Death,25-Sep-10,MINNESOTA
2628,MINNESOTA,Undetermined,,2208,2418,"Captive
Birth/Hatch",Birth/Hatch,25-Sep-10,MINNESOTA
,,,,,,,Death,25-Sep-10,MINNESOTA
2629,MINNESOTA,Undetermined,,2208,2418,Captive Birth/Hatch,Birth/Hatch,25-Sep-10,MINNESOTA
,,,,,,,Death,25-Sep-10,MINNESOTA
2630,MOODY,Female,,1121,1145,"Captive
Birth/Hatch",Birth/Hatch,22-Mar-10,MOODY
2631,CHICAGOBR,Male,,1121,1145,"Captive
Birth/Hatch",Birth/Hatch,22-Mar-10,MOODY
,,,,,,,Transfer,20-Feb-14,CHICAGOBR
2632,EL PASO,Female,,1130,2436,Captive Birth/Hatch,Birth/Hatch,9-Aug-10,PHILADELP
,,,,,,,Transfer,1-Feb-12,EL PASO
2633,PHILADELP,Undetermined,,1130,2436,"Captive
Birth/Hatch",Birth/Hatch,9-Aug-10,PHILADELP
,,,,,,,Death,9-Aug-10,PHILADELP
Studboo k ID,Current Location,Sex Type,,Sire,Dam,Birth Type,Event Type,Date,Location
2634,LITTLEROC,Male,,1131,2414,Captive Birth/Hatch,Birth/Hatch,12-Aug-10,ABQBIOPK
,,,,,,,Transfer,24-Apr-14,LITTLEROC
2635,BLOOMINGT,Male,,1131,2414,Captive Birth/Hatch,Birth/Hatch,12-Aug-10,ABQBIOPK
,,,,,,,Transfer,12-Dec-13,BUSCH TAM
,,,,,,,Transfer,3-Jan-17,BLOOMINGT
,,,,,,,Death,23-Feb-18,BLOOMINGT
2636,NY BRONX,Undetermined,,2417,2423,Captive Birth/Hatch,Birth/Hatch,6-Dec-10,NY BRONX
,,,,,,,Death,22-May-11,NY BRONX
2637,CHICAGOLP,Female,,2406,2608,Captive Birth/Hatch,Birth/Hatch,4-Feb-11,DUKE PRIM
,,,,,,,Transfer,26-Oct-11,CHICAGOBR
,,,,,,,Transfer,8-Jul-15,CHICAGOLP
2638,MOODY,Female,,1121,1145,Captive Birth/Hatch,Birth/Hatch,14-Jun-11,MOODY
2639,COLUMBUS,Male,,1121,1145,Captive Birth/Hatch,Birth/Hatch,14-Jun-11,MOODY
,,,,,,,Transfer,4-Dec-13,COLUMBUS
2640,NY BRONX,Female,,2420,2608,"Captive
Birth/Hatch",Birth/Hatch,9-Apr-12,DUKE PRIM
,,,,,,,Transfer,14-May-14,NY BRONX
2641,EVANSVLLE,Male,,2420,2608,Captive Birth/Hatch,Birth/Hatch,9-Apr-12,DUKE PRIM
,,,,,,,Transfer,11-Jun-14,SANDIEGOZ
,,,,,,,Transfer,23-May-18,EVANSVLLE
2642,COLUMBUS,Female,,2402,2451,Captive Birth/Hatch,Birth/Hatch,27-Oct-11,GARDENCTY
,,,,,,,Transfer,23-Nov-13,COLUMBUS
2643,NY BRONX,Female,,2417,2423,Captive Birth/Hatch,Birth/Hatch,9-Dec-11,NY BRONX
,,,,,,,Death,11-Dec-11,NY BRONX
2644,NY BRONX,Undetermined,,2417,2423,"Captive
Birth/Hatch",Birth/Hatch,9-Dec-11,NY BRONX
,,,,,,,Death,12-Dec-11,NY BRONX
2645,ABQBIOPK,Male,,UND,2414,Captive Birth/Hatch,Birth/Hatch,7-Dec-11,ABQBIOPK
,,,,,,,Death,20-Jan-15,ABQBIOPK
2646,CHICAGOLP,Male,,2449,2632,"Captive
Birth/Hatch",Birth/Hatch,26-Apr-13,EL PASO
,,,,,,,Transfer,7-Jul-15,CHICAGOLP
Studboo k ID,Current Location,Sex Type,,Sire,Dam,Birth Type,Event Type,Date,Location
2647,GARDENCTY,Female,,2449,2632,Captive Birth/Hatch,Birth/Hatch,26-Apr-13,EL PASO
,,,,,,,Transfer,27-May-15,GARDENCTY
,,,,,,,Death,16-Mar-17,GARDENCTY
2648,DUKE PRIM,Male,,2498,2502,Captive Birth/Hatch,Birth/Hatch,20-Jun-12,DUKE PRIM
,,,,,,,Death,3-Jul-12,DUKE PRIM
2649,MOODY,Male,,2498,2502,"Captive
Birth/Hatch",Birth/Hatch,20-Jun-12,DUKE PRIM
,,,,,,,Transfer,10-Sep-15,MOODY
2650,PHILADELP,Undetermined,,1130,2436,Captive Birth/Hatch,Birth/Hatch,26-Jan-13,PHILADELP
,,,,,,,Death,26-Jan-13,PHILADELP
2651,PHILADELP,Male,,1130,2436,Captive Birth/Hatch,Birth/Hatch,26-Jan-13,PHILADELP
,,,,,,,Death,26-Jan-13,PHILADELP
2652,OMAHA,Male,,2408,2418,Captive Birth/Hatch,Birth/Hatch,21-Aug-13,AKRON
,,,,,,,Transfer,8-Jun-17,OMAHA
2653,PUEBLO,Male,,2449,2632,Captive Birth/Hatch,Birth/Hatch,22-Aug-14,EL PASO
,,,,,,,Transfer,21-Sep-15,ABQBIOPK
,,,,,,,Transfer,18-Dec-18,SANDIEGOZ
,,,,,,,Transfer,5-Nov-19,PUEBLO
2654,LITTLEROC,Female,,2449,2632,Captive Birth/Hatch,Birth/Hatch,22-Aug-14,EL PASO
,,,,,,,Transfer,23-Sep-15,LITTLEROC
2655,CLEVELAND,Male,,2496,2403,Captive Birth/Hatch,Birth/Hatch,22-Jan-15,CLEVELAND
,,,,,,,Death,22-Jan-15,CLEVELAND
2656,CLEVELAND,Undetermined,,2496,2403,Captive Birth/Hatch,Birth/Hatch,22-Jan-15,CLEVELAND
,,,,,,,Death,22-Jan-15,CLEVELAND
2657,CHICAGOBR,Female,,2631,2626,"Captive
Birth/Hatch",Birth/Hatch,24-Apr-15,CHICAGOBR
,,,,,,,Death,28-Apr-15,CHICAGOBR
2658,CHICAGOBR,Undetermined,,2631,2626,Captive Birth/Hatch,Birth/Hatch,28-Apr-15,CHICAGOBR
,,,,,,,Death,28-Apr-15,CHICAGOBR
2659,COLUMBUS,Female,,2450,2414,"Captive
Birth/Hatch",Birth/Hatch,18-May-15,CLEVELAND
,,,,,,,Transfer,3-Jun-16,COLUMBUS
Studboo k ID,Current Location,Sex Type,,Sire,Dam,Birth Type,Event Type,Date,Location
2660,CLEVELAND,Undetermined,,2450,2414,Captive Birth/Hatch,Birth/Hatch,18-May-15,CLEVELAND
,,,,,,,Death,19-May-15,CLEVELAND
2661,BLOOMINGT,Female,,2639,2642,Captive Birth/Hatch,Birth/Hatch,9-Jun-15,COLUMBUS
,,,,,,,Transfer,29-Jun-16,BUSCH TAM
,,,,,,,Transfer,3-Jan-17,BLOOMINGT
2662,COLUMBUS,Undetermined,,2639,2642,"Captive
Birth/Hatch",Birth/Hatch,9-Jun-15,COLUMBUS
,,,,,,,Death,9-Jun-15,COLUMBUS
2663,NY BRONX,Male,,2623,2640,Captive Birth/Hatch,Birth/Hatch,1-Mar-15,NY BRONX
,,,,,,,Death,6-Mar-15,NY BRONX
2664,NY BRONX,Female,,2623,2640,Captive Birth/Hatch,Birth/Hatch,4-Mar-15,NY BRONX
,,,,,,,Death,4-Mar-15,NY BRONX
2665,NY BRONX,Female,,2417,2423,Captive Birth/Hatch,Birth/Hatch,10-Apr-15,NY BRONX
,,,,,,,Death,11-Apr-15,NY BRONX
2666,GARDENCTY,Female,,2639,2642,Captive Birth/Hatch,Birth/Hatch,25-Mar-16,COLUMBUS
,,,,,,,Transfer,30-Aug-17,GARDENCTY
2667,AKRON,Male,,2639,2642,Captive Birth/Hatch,Birth/Hatch,25-Mar-16,COLUMBUS
,,,,,,,Transfer,28-Aug-17,AKRON
2668,CHICAGOLP,Male,,2646,2637,Captive Birth/Hatch,Birth/Hatch,25-Apr-16,CHICAGOLP
,,,,,,,Death,27-Apr-16,CHICAGOLP
2669,CHICAGOLP,Undetermined,,2646,2637,Captive Birth/Hatch,Birth/Hatch,25-Apr-16,CHICAGOLP
,,,,,,,Death,28-Apr-16,CHICAGOLP
2670,EL PASO,Undetermined,,2449,2632,Captive Birth/Hatch,Birth/Hatch,28-Sep-16,EL PASO
,,,,,,,Death,29-Sep-16,EL PASO
2671,GARDENCTY,Male,,2449,2632,"Captive
Birth/Hatch",Birth/Hatch,28-Sep-16,EL PASO
,,,,,,,Transfer,25-Oct-17,GARDENCTY
2672,EL PASO,Female,,2449,2632,Captive Birth/Hatch,Birth/Hatch,28-Sep-16,EL PASO
,,,,,,,Death,10-Oct-16,EL PASO
2673,MEMPHIS,Male,,2649,2638,"Captive
Birth/Hatch",Birth/Hatch,16-Dec-16,MOODY
Studboo k ID,Current Location,Sex Type,,Sire,Dam,Birth Type,Event Type,Date,Location
,,,,,,,Transfer,30-Jan-18,PUEBLO
,,,,,,,Transfer,4-Nov-19,MEMPHIS
2674,PROSPECTP,Female,,2649,2638,Captive Birth/Hatch,Birth/Hatch,16-Dec-16,MOODY
,,,,,,,Transfer,26-Apr-18,PROSPECTP
2675,CHICAGOBR,Undetermined,,2631,2626,Captive Birth/Hatch,Birth/Hatch,3-Nov-16,CHICAGOBR
,,,,,,,Death,9-Nov-16,CHICAGOBR
2676,PHILADELP,Male,,2631,2626,Captive Birth/Hatch,Birth/Hatch,3-Nov-16,CHICAGOBR
,,,,,,,Transfer,26-Oct-17,PHILADELP
2677,OMAHA,Female,,2496,2502,Captive Birth/Hatch,Birth/Hatch,18-Jan-17,DUKE PRIM
,,,,,,,Transfer,14-Sep-17,OMAHA
2678,DUKE PRIM,Female,,2496,2502,"Captive
Birth/Hatch",Birth/Hatch,18-Jan-17,DUKE PRIM
,,,,,,,Death,19-Jan-17,DUKE PRIM
2679,DULUTH,Female,,2639,2642,Captive Birth/Hatch,Birth/Hatch,5-Feb-17,COLUMBUS
,,,,,,,Transfer,11-Jul-19,DULUTH
2680,COLUMBUS,Undetermined,,2639,2642,"Captive
Birth/Hatch",Birth/Hatch,5-Feb-17,COLUMBUS
,,,,,,,Death,5-Feb-17,COLUMBUS
2681,CHICAGOLP,Male,,2646,2637,Captive Birth/Hatch,Birth/Hatch,1-Mar-17,CHICAGOLP
,,,,,,,Death,28-Mar-17,CHICAGOLP
2682,BLOOMINGT,Male,,2634,2654,"Captive
Birth/Hatch",Birth/Hatch,8-Aug-17,LITTLEROC
,,,,,,,Transfer,14-Feb-19,BLOOMINGT
2683,MEMPHIS,Female,,2634,2654,Captive Birth/Hatch,Birth/Hatch,8-Aug-17,LITTLEROC
,,,,,,,Transfer,14-May-19,MEMPHIS
2684,CHICAGOLP,Undetermined,,2646,2637,"Captive
Birth/Hatch",Birth/Hatch,28-Nov-17,CHICAGOLP
,,,,,,,Death,30-Nov-17,CHICAGOLP
2685,DULUTH,Male,,2646,2637,"Captive
Birth/Hatch",Birth/Hatch,28-Nov-17,CHICAGOLP
,,,,,,,Transfer,11-Jul-19,DULUTH
2686,COLUMBUS,Male,,2639,2659,Captive Birth/Hatch,Birth/Hatch,27-May-18,COLUMBUS
,,,,,,,Death,4-Jun-18,COLUMBUS
Studboo k ID,Current Location,Sex Type,,Sire,Dam,Birth Type,Event Type,Date,Location
2687,COLUMBUS,Male,,2639,2659,Captive Birth/Hatch,Birth/Hatch,27-May-18,COLUMBUS
,,,,,,,Death,27-May-18,COLUMBUS
2688,SANDIEGOZ,Undetermined,,2653,2607,Captive Birth/Hatch,Birth/Hatch,31-Jan-19,SANDIEGOZ
,,,,,,,Death,31-Jan-19,SANDIEGOZ
2689,CLEVELAND,Male,,2639,2659,Captive Birth/Hatch,Birth/Hatch,28-May-19,COLUMBUS
,,,,,,,Transfer,25-Jun-20,CLEVELAND
2690,CLEVELAND,Male,,2639,2659,"Captive
Birth/Hatch",Birth/Hatch,28-May-19,COLUMBUS
,,,,,,,Transfer,25-Jun-20,CLEVELAND
2691,AKRON,Undetermined,,2667,2608,Captive Birth/Hatch,Birth/Hatch,16-May-19,AKRON
,,,,,,,Death,16-May-19,AKRON
2692,MEMPHIS,Undetermined,,2415,2416,"Captive
Birth/Hatch",Birth/Hatch,25-Sep-10,MEMPHIS
,,,,,,,Death,25-Sep-10,MEMPHIS
2693,NY BRONX,Male,,2417,2423,Captive Birth/Hatch,Birth/Hatch,6-Dec-10,NY BRONX
,,,,,,,Death,6-Dec-10,NY BRONX
2694,MEMPHIS,Undetermined,,2415,2416,"Captive
Birth/Hatch",Birth/Hatch,27-Sep-10,MEMPHIS
,,,,,,,Death,27-Sep-10,MEMPHIS
2695,AKRON,Undetermined,,2408,2400,Captive Birth/Hatch,Birth/Hatch,20-Nov-08,AKRON
,,,,,,,Death,21-Nov-08,AKRON
2696,AKRON,Male,,2408,2400,"Captive
Birth/Hatch",Birth/Hatch,3-Apr-08,AKRON
,,,,,,,Death,3-Apr-08,AKRON
2697,AKRON,Female,,2408,2400,Captive Birth/Hatch,Birth/Hatch,3-Apr-08,AKRON
,,,,,,,Death,3-Apr-08,AKRON
2698,AKRON,Undetermined,,2408,2400,Captive Birth/Hatch,Birth/Hatch,15-Jun-07,AKRON
,,,,,,,Death,16-Jun-07,AKRON
2699,AKRON,Undetermined,,2408,2400,Captive Birth/Hatch,Birth/Hatch,15-Jun-07,AKRON
,,,,,,,Death,16-Jun-07,AKRON
2700,PUEBLO,Undetermined,,1125,1124,Captive Birth/Hatch,Birth/Hatch,21-Apr-07,PUEBLO
,,,,,,,Death,23-Apr-07,PUEBLO
Studboo k ID,Current Location,Sex Type,,Sire,Dam,Birth Type,Event Type,Date,Location
2701,PUEBLO,Undetermined,,1125,1124,Captive Birth/Hatch,Birth/Hatch,21-Apr-07,PUEBLO
,,,,,,,Death,23-Apr-07,PUEBLO
2702,PUEBLO,Undetermined,,1125,1124,Captive Birth/Hatch,Birth/Hatch,21-Apr-07,PUEBLO
,,,,,,,Death,21-Apr-07,PUEBLO
2703,CLEVELAND,Undetermined,,1138,2413,Captive Birth/Hatch,Birth/Hatch,24-Dec-05,CLEVELAND
,,,,,,,Death,24-Dec-05,CLEVELAND
2704,CLEVELAND,Undetermined,,1138,2413,"Captive
Birth/Hatch",Birth/Hatch,24-Dec-05,CLEVELAND
,,,,,,,Death,24-Dec-05,CLEVELAND
2705,MOODY,Male,,2649,2630,Captive Birth/Hatch,Birth/Hatch,16-Jan-20,MOODY
,,,,,,,Death,2-Feb-20,MOODY
2706,NY BRONX,Undetermined,,2623,2640,"Captive
Birth/Hatch",Birth/Hatch,11-Mar-20,NY BRONX
,,,,,,,Death,11-Mar-20,NY BRONX
2707,CHICAGOBR,Female,,2631,2626,Captive Birth/Hatch,Birth/Hatch,26-Aug-20,CHICAGOBR
2708,CHICAGOBR,Female,,2631,2626,Captive Birth/Hatch,Birth/Hatch,26-Aug-20,CHICAGOBR
2709,EVANSVLLE,Undetermined,,2641,2502,"Captive
Birth/Hatch",Birth/Hatch,27-Oct-20,EVANSVLLE
,,,,,,,Death,29-Oct-20,EVANSVLLE
2710,MOODY,Male,,2649,2638,Captive Birth/Hatch,Birth/Hatch,4-Dec-20,MOODY
,,,,,,,Death,6-Feb-21,MOODY
2711,COLUMBUS,Undetermined,,2639,2642,"Captive
Birth/Hatch",Birth/Hatch,25-Feb-21,COLUMBUS
2712,NY BRONX,Female,,2623,2640,Captive Birth/Hatch,Birth/Hatch,"~ from
11/Mar/2021 to 12/Mar/2021",NY BRONX
,,,,,,,Death,23-Mar-21,NY BRONX
2713,NY BRONX,Male,,2623,2640,Captive Birth/Hatch,Birth/Hatch,~ from 11/Mar/2021 to 12/Mar/2021,NY BRONX
"Living Population
21.21.1 (43) At 19 Institutions",,,,,,,,,
Studbook ID,Current Location,Sex Type,Current Status,Sire,Dam,Birth Type,Event Type,Date,Location
2605,AKRON,Female,Alive,1130,2436,Captive Birth/Hatch,Birth/Hatch,16-Mar-08,PHILADELP
,,,,,,,Transfer,9-Jul-09,PROSPECTP
,,,,,,,Transfer,8-Oct-15,AKRON
2667,AKRON,Male,Alive,2639,2642,"Captive
Birth/Hatch",Birth/Hatch,25-Mar-16,COLUMBUS
,,,,,,,Transfer,28-Aug-17,AKRON
